session_id,age,sex,gender,race,citizenship,lab_or_online,us_or_international,exprace,expgender,exprunafter,compensation,recruitment,separatedornot,ethnicity,nativelang,major,location,sample,sunkgroup,sunkDV,gambfalgroup,gambfalDV,reciprocitygroup,reciprocityus,allowedforbiddenGroup,allowedforbidden,quoteGroup,quote,flagfilter,flagdv,gainlossgroup,anch1group,anch2group,anch3group,anch4group,scalesgroup,flagGroup,MoneyGroup,ContactGroup,gainlossDV,Imagineddv,anchoring1,anchoring2,anchoring3,anchoring4,Sysjust,IATexpart,IATexpmath,IATexp.overall,totexpmissed,scalesorder,reciprocorder,diseaseforder,quoteorder,flagprimorder,sunkcostorder,anchorinorder,allowedforder,gamblerforder,moneypriorder,imaginedorder,iatorder,sysjust1,sysjust2,sysjust3,sysjust4,sysjust5,sysjust6,sysjust7,sysjust8,flagdv1,flagdv2,flagdv3,flagdv4,flagdv5,flagdv6,flagdv7,flagdv8
437,21,f,2,6,US,1,0,,,,,,,2,english,10,mcdaniel,13,0,9,two-six,2.23606797749979,askedsecond,1,allowed,1,1,6,1,1.25,0,low,low,low,high,1,control,control,control,1,6.75,5e3,8e5,8e3,3e4,2.625,6.666666666666667,3.5,5.583333333333333,0,9,2,11,3,10,5,1,6,7,8,4,12,3,3,3,1,5,1,4,1,1,1,1,1,2,1,1,2
437,21,f,2,6,US,1,0,,,,,,,2,english,13,mcdaniel,13,1,9,two-six,3,askedsecond,1,forbidden,0,0,5,1,2.25,1,high,low,high,low,0,flag-prime,control,contact,1,4.5,3e3,NA,34e3,1200,3,6.666666666666667,3.5,5.583333333333333,0,10,1,3,7,5,11,6,8,9,4,2,12,3,3,3,2,4,1,4,4,4,1,2,1,3,1,3,3
438,18,f,2,6,US,1,0,,,,,,,2,english,10,mcdaniel,13,0,9,three-six,2.23606797749979,askedfirst,1,forbidden,0,0,7,1,3.25,0,high,low,high,high,1,flag-prime,control,control,2,6.75,3200,26e4,35e3,4e3,2.875,5.666666666666667,2.6666666666666665,5.5,0,1,11,9,6,7,4,10,2,8,3,5,12,2,1,3,4,4,3,3,3,1,3,3,1,4,5,6,3
438,19,f,2,5,US,1,0,,,,,,,2,english,10,mcdaniel,13,0,NA,three-six,1.7320508075688772,askedsecond,1,allowed,0,1,5,1,2.75,1,low,high,high,low,0,flag-prime,control,contact,1,2.25,3e3,45e4,4e4,500,3.75,5.166666666666667,4,4.583333333333333,0,6,1,9,10,2,11,5,8,4,3,7,12,3,4,4,5,6,3,2,3,3,4,3,2,2,1,2,5
439,19,f,2,6,US,1,0,,,,,,,NA,english,10,mcdaniel,13,0,7,two-six,1.7320508075688772,askedsecond,1,allowed,1,1,6,1,2.625,1,low,high,low,high,1,flag-prime,control,control,2,5.25,NA,1e6,2e4,2e4,3.125,7,4.166666666666667,5.416666666666667,0,11,6,2,7,4,8,3,1,5,10,9,12,3,3,3,3,4,3,3,3,4,3,2,1,3,1,6,1
440,20,f,2,6,US,1,0,,,,,,,2,english,10,mcdaniel,13,0,9,two-six,1.4142135623730951,askedfirst,1,forbidden,0,1,8,1,2,1,high,low,high,low,1,flag-prime,money-prime,contact,1,7.5,3e3,45e4,3e4,450,2.75,4.666666666666667,2.3333333333333335,5.166666666666667,0,2,11,6,4,8,10,1,5,3,7,9,12,2,1,2,3,3,2,6,3,2,1,1,1,3,3,3,2
441,21,f,2,5,US,1,0,,,,,,,2,english,10,mcdaniel,13,1,9,two-six,5,askedfirst,1,forbidden,0,1,9,1,3,1,low,low,high,low,0,control,money-prime,contact,1,6.5,3e3,19e5,2e4,2e4,3.625,7,5,5,0,9,8,10,1,4,3,7,6,11,5,2,12,3,3,3,7,3,3,5,2,5,1,3,1,1,6,5,2
442,18,f,2,6,US,1,0,,,,,,,2,english,10,mcdaniel,13,0,9,two-six,2,askedsecond,1,allowed,1,1,5,1,3.375,1,high,high,high,low,0,flag-prime,money-prime,contact,1,6,5392,3490479,43891,300,2.375,5.666666666666667,6.5,3.5833333333333335,0,5,8,1,10,4,2,9,6,7,11,3,12,1,3,2,4,3,2,2,2,6,4,4,1,2,6,3,1
443,19,f,2,6,US,1,0,,,,,,,2,english,1,mcdaniel,13,1,7,three-six,3.4641016151377544,askedsecond,0,allowed,1,1,7,1,2.5,1,high,high,low,high,1,control,money-prime,contact,2,3.75,5600,25e5,3500,1e4,3,5.5,3.3333333333333335,5.083333333333333,0,10,1,11,8,5,6,2,9,4,7,3,12,3,3,5,2,4,2,4,1,3,1,4,1,4,1,3,3
444,19,f,2,6,US,1,0,,,,,,,2,english,10,mcdaniel,13,0,9,three-six,2.23606797749979,askedfirst,1,allowed,0,0,5,1,4.75,1,low,high,low,high,0,flag-prime,control,control,1,2.5,2500,2e6,2e4,10500,3,7,3,6,0,2,6,3,10,1,9,11,5,4,7,8,12,3,1,1,5,3,5,1,5,4,7,5,2,4,4,6,6
445,17,f,2,6,US,1,0,,,,,,,2,english,10,mcdaniel,13,0,9,three-six,5.477225575051661,askedsecond,1,allowed,1,0,5,1,4.5,1,low,low,high,high,0,control,control,control,1,2,NA,25e4,4e4,3e4,2.75,3.6666666666666665,5,3.3333333333333335,0,6,1,7,2,5,3,10,8,4,11,9,12,2,2,3,6,4,2,2,1,3,1,6,7,3,7,5,4
446,18,f,2,6,US,1,0,,,,,,,2,english,13,mcdaniel,13,0,8,three-six,2,askedfirst,0,allowed,1,1,8,1,3.5,1,low,low,high,high,1,flag-prime,money-prime,contact,1,6.5,NA,534e3,40300,23e3,3.75,6,2.6666666666666665,5.666666666666667,0,6,2,11,10,7,4,1,3,9,8,5,12,5,5,4,5,3,2,4,2,5,1,5,1,5,5,3,3
447,18,m,3,6,US,1,0,,,,,,,2,english,6,mcdaniel,13,1,9,three-six,1.7320508075688772,askedfirst,0,allowed,0,0,6,1,3.5,0,high,high,low,low,0,control,money-prime,contact,2,4.5,4500,3e6,3e3,700,5.25,5.666666666666667,4.666666666666667,4.5,0,10,7,8,6,9,1,3,4,2,5,11,12,5,5,5,7,4,5,5,6,2,1,5,1,6,4,6,3
448,19,m,3,6,US,1,0,,,,,,,2,english,11,mcdaniel,13,0,9,three-six,10.392304845413264,askedsecond,1,forbidden,0,0,9,1,4,1,high,low,high,high,1,flag-prime,control,contact,2,4.5,3500,NA,33e3,23e3,1.75,5.166666666666667,2.3333333333333335,5.416666666666667,0,6,3,8,4,9,1,10,2,5,7,11,12,2,2,1,1,3,1,1,3,3,3,3,4,2,6,7,4
448,18,m,3,6,US,1,0,,,,,,,2,english,13,mcdaniel,13,0,9,two-six,1.7320508075688772,askedfirst,1,allowed,1,0,6,1,3,1,low,low,high,high,1,flag-prime,control,contact,2,4.75,3e3,1e6,42e3,25e3,4,6.666666666666667,2.6666666666666665,6,0,10,2,9,7,5,8,11,3,6,4,1,12,3,3,4,5,5,4,4,4,3,1,4,1,4,4,4,3
449,18,f,2,6,US,1,0,,,,,,,2,english,1,mcdaniel,13,0,9,three-six,14.696938456699069,askedfirst,1,forbidden,0,0,7,1,3.125,1,low,low,low,low,1,control,money-prime,control,2,2,3e3,1e6,4e3,150,3.125,3.6666666666666665,3.8333333333333335,3.9166666666666665,0,11,2,8,7,10,6,9,4,3,1,5,12,3,1,5,4,5,2,3,2,3,1,3,3,7,2,5,1
450,18,m,3,9,MX,1,0,,,,,,,1,spanish,13,mcdaniel,13,1,7,two-six,5.477225575051661,askedfirst,1,allowed,1,0,2,1,3,1,low,high,low,low,1,control,money-prime,contact,2,3.5,2200,25e4,11e3,180,3.625,5,5.833333333333333,3.5833333333333335,0,10,4,1,6,8,7,5,2,11,3,9,12,3,6,3,4,4,3,4,2,2,2,4,1,4,4,3,4
451,19,f,2,9,US,1,0,,,,,,,2,english,10,mcdaniel,13,0,7,two-six,NA,askedsecond,1,forbidden,0,0,5,1,2.875,0,low,high,high,high,1,control,control,control,2,4,2309,5e5,2e4,35750,2.5,7,2.8333333333333335,6.083333333333333,0,5,2,3,11,10,8,9,7,4,1,6,12,2,3,2,4,5,1,2,1,3,2,1,1,6,3,1,6
452,18,m,3,8,US,1,0,,,,,,,2,english,10,mcdaniel,13,1,9,two-six,10.392304845413264,askedsecond,0,allowed,1,0,4,1,2.25,1,high,high,high,low,1,flag-prime,control,control,1,6,5e3,4e6,43e3,200,2.875,7,3,6,0,1,9,3,6,5,11,4,10,8,7,2,12,3,3,3,3,4,2,4,1,2,1,3,1,3,3,4,1
453,21,m,NA,6,US,1,0,,,,,,,2,english,2,mcdaniel,13,1,5,two-six,2,askedsecond,1,forbidden,0,1,3,1,3.375,0,high,low,low,low,0,flag-prime,control,control,1,3.5,3e3,15e5,3500,NA,3.875,5,7,3,0,1,11,10,7,5,2,3,8,4,9,6,12,2,4,4,7,4,3,4,3,3,1,5,1,3,5,6,3
454,18,f,2,6,US,1,0,,,,,,,2,english,10,mcdaniel,13,1,9,three-six,2,askedfirst,0,allowed,1,1,4,1,4,1,high,high,high,low,0,flag-prime,money-prime,control,2,2.5,3e3,3780296,45450,200,3.25,6,4.833333333333333,4.583333333333333,0,11,3,5,10,9,6,7,2,4,8,1,12,3,2,3,5,4,3,3,3,4,1,4,3,3,7,7,3
455,18,f,2,8,US,1,0,,,,,,,2,english,7,mcdaniel,13,1,9,two-six,1.7320508075688772,askedsecond,1,forbidden,0,1,3,1,4.125,0,low,low,low,high,0,control,control,control,1,1.5,NA,5e5,3e3,3e4,4.25,7,3.5,5.75,0,8,7,11,10,2,3,4,6,9,5,1,12,4,4,3,6,4,5,3,5,2,6,5,4,4,3,5,4
455,17,f,2,5,US,1,0,,,,,,,2,english,13,mcdaniel,13,1,9,two-six,2.6457513110645907,askedsecond,0,allowed,0,0,5,1,3.125,0,high,low,low,low,0,flag-prime,control,contact,1,4,5e3,25e4,7e3,300,4.375,5.5,4,4.75,0,10,2,8,5,1,6,9,11,3,4,7,12,4,4,4,6,4,5,4,4,4,1,4,1,4,3,4,4
455,18,m,3,6,US,1,0,,,,,,,2,english,13,mcdaniel,13,0,9,two-six,6.928203230275509,askedfirst,0,allowed,1,1,9,1,4.75,0,low,high,low,low,1,flag-prime,control,control,1,1,1501,4999999,2500,101,1.75,5.333333333333333,6,3.6666666666666665,0,9,6,2,4,7,3,1,8,5,10,11,12,1,1,1,7,1,1,1,1,1,7,7,7,1,7,7,1
456,18,f,2,6,US,1,0,,,,,,,3,english,10,mcdaniel,13,1,5,three-six,2.449489742783178,askedsecond,1,allowed,1,1,5,1,2.25,0,low,low,low,low,0,control,control,control,2,9,2e3,25e4,NA,NA,2.5,7,3.5,6,2,6,5,1,11,9,8,7,10,3,4,2,12,2,3,3,4,4,1,2,1,2,1,3,1,4,1,2,4
456,21,f,2,6,US,1,0,,,,,,,2,english,10,mcdaniel,13,0,9,three-six,2.23606797749979,askedfirst,0,forbidden,0,0,6,1,2.875,1,low,low,high,low,0,flag-prime,control,control,1,4.75,NA,8e5,23e3,1e3,4.25,7,5.333333333333333,4.833333333333333,0,4,3,6,5,9,2,7,1,10,11,8,12,5,3,5,7,5,2,4,3,3,3,5,1,2,3,3,3
457,20,f,2,6,US,1,0,,,,,,,1,english,10,mcdaniel,13,1,6,two-six,2.23606797749979,askedsecond,1,forbidden,0,1,6,1,1.375,0,high,low,low,low,0,control,money-prime,contact,1,5.25,3e3,25e4,3e3,250,1.7142857142857142,6,3,5.5,0,4,5,1,7,6,3,11,2,10,8,9,12,1,1,3,1,4,1,NA,1,1,1,2,1,2,1,1,2
458,18,f,2,6,US,1,0,,,,,,,2,english,2,mcdaniel,13,0,9,two-six,1.7320508075688772,askedsecond,1,allowed,1,0,5,1,2.75,0,high,high,high,low,1,flag-prime,money-prime,control,2,2.25,3500,4956e3,45e3,250,3.375,4.833333333333333,6.166666666666667,3.3333333333333335,0,3,7,8,1,4,11,10,6,2,5,9,12,3,2,3,4,4,3,4,4,4,1,4,1,3,4,1,4
458,18,f,2,2,US,1,0,,,,,,,2,english,13,mcdaniel,13,1,9,three-six,1,askedfirst,0,forbidden,0,1,4,1,3.25,0,low,low,low,low,0,control,money-prime,contact,2,2.5,NA,NA,NA,NA,4.625,7,3.3333333333333335,5.833333333333333,0,8,6,4,9,7,10,11,5,1,2,3,12,3,2,4,7,5,5,6,5,2,2,3,3,4,5,4,3
458,17,f,2,6,US,1,0,,,,,,,2,english,5,mcdaniel,13,1,7,two-six,0,askedsecond,1,allowed,1,1,5,1,2.875,0,low,high,high,high,0,flag-prime,money-prime,contact,1,2,3800,3e5,38e3,1e3,4.875,5.333333333333333,3.3333333333333335,5,0,5,2,10,7,4,3,6,8,9,1,11,12,6,4,4,5,5,5,5,5,4,1,3,1,4,3,5,2
458,20,f,2,8,US,1,0,,,,,,,3,english,11,mcdaniel,13,0,5,two-six,2.23606797749979,askedsecond,1,forbidden,0,0,3,1,3.5714285714285716,1,high,low,high,low,0,control,money-prime,control,2,5,5e3,25e4,44e3,350,3.875,5,2.3333333333333335,5.333333333333333,0,2,1,6,11,7,5,9,4,10,3,8,12,5,4,3,6,5,1,4,3,4,7,3,2,NA,4,2,3
459,20,m,3,5,US,1,0,,,,,,,2,english,10,mcdaniel,13,0,9,two-six,2.23606797749979,askedsecond,0,forbidden,0,1,1,1,3,0,high,low,high,low,1,flag-prime,control,contact,2,2.25,3e3,4e5,36e3,1e3,4,6,4.5,4.75,0,2,5,10,8,9,7,1,3,4,11,6,12,5,4,3,7,6,1,4,2,4,3,7,1,1,3,2,3
460,18,f,2,6,US,1,0,,,,,,,2,english,10,mcdaniel,13,0,8,two-six,2.6457513110645907,askedfirst,1,forbidden,0,0,6,1,3,0,high,low,low,high,1,control,control,control,1,7.75,4934,216034,2794,43056,3.125,6.833333333333333,3,5.916666666666667,0,4,6,11,5,2,8,9,1,3,7,10,12,4,2,3,3,3,3,4,3,3,2,2,1,4,4,5,3
461,21,f,2,6,US,1,0,,,,,,,NA,english,10,mcdaniel,13,0,8,two-six,NA,askedsecond,1,allowed,0,1,6,1,2.25,1,low,low,low,low,0,control,control,contact,2,6.25,3e3,NA,2500,NA,2.25,6,3,5.5,0,11,6,8,4,2,5,3,1,9,10,7,12,1,1,1,4,4,1,5,1,2,1,3,1,6,2,1,2
461,21,f,2,6,US,1,0,,,,,,,2,english,10,mcdaniel,13,1,7,two-six,1.7320508075688772,askedsecond,1,forbidden,0,1,3,1,3,0,low,high,high,high,1,control,money-prime,control,2,5.25,3e3,4e6,45e3,2e4,3.5,6.333333333333333,3,5.666666666666667,0,2,7,10,11,8,3,4,9,1,5,6,12,3,3,5,5,4,2,3,3,2,4,2,1,4,5,2,4
461,20,f,2,6,US,1,0,,,,,,,2,english,10,mcdaniel,13,0,9,three-six,7.745966692414834,askedsecond,0,forbidden,0,0,9,1,4.5,0,low,low,high,high,1,control,money-prime,contact,1,6,2600,6e5,38e3,45e3,5.125,6.833333333333333,2.6666666666666665,6.083333333333333,0,5,9,1,4,6,8,3,10,7,2,11,12,4,4,7,6,5,2,7,6,5,3,7,1,5,7,6,2
462,20,f,2,5,US,1,0,,,,,,,2,english,10,mcdaniel,13,0,7,two-six,1.4142135623730951,askedfirst,0,allowed,0,0,4,1,3,0,high,high,low,low,1,flag-prime,money-prime,contact,2,4.25,4550,32e5,2750,450,4.75,6,5.166666666666667,4.416666666666667,0,1,10,11,9,5,2,4,3,7,8,6,12,5,5,5,5,5,5,3,5,3,1,6,1,3,3,2,5
462,20,m,3,6,US,1,0,,,,,,,2,english,10,mcdaniel,13,0,9,two-six,2.449489742783178,askedfirst,0,allowed,1,0,7,1,4.25,0,low,high,high,high,1,flag-prime,money-prime,control,1,8.25,3500,2e6,15e3,1e4,3.625,7,6.333333333333333,4.333333333333333,0,7,8,3,2,5,11,9,6,1,10,4,12,3,1,5,7,1,6,4,2,6,7,1,1,7,7,2,3
463,22,f,2,6,US,1,0,,,,,,,2,english,10,mcdaniel,13,0,4,two-six,0,askedfirst,0,forbidden,0,1,5,1,3,1,low,low,high,low,1,flag-prime,control,control,1,6,2e3,NA,35e3,NA,2.875,5,4.333333333333333,4.333333333333333,0,9,7,6,4,5,2,3,11,10,1,8,12,1,1,1,7,5,2,3,3,4,2,2,1,4,5,2,4
463,19,f,2,6,US,1,0,,,,,,,2,english,10,mcdaniel,13,0,9,two-six,NA,askedsecond,1,allowed,1,1,4,1,1.75,1,low,low,high,high,1,control,money-prime,control,2,5.5,NA,NA,35e3,1e4,2.25,6.5,3.5,5.5,0,4,2,9,10,5,11,6,1,3,8,7,12,2,2,3,1,3,2,4,1,2,1,2,1,4,2,1,1
464,20,f,2,6,US,1,0,,,,,,,2,english,10,mcdaniel,13,1,8,three-six,2.23606797749979,askedfirst,1,forbidden,0,1,4,1,4.5,0,high,low,low,low,0,flag-prime,money-prime,contact,2,6.5,3e3,5e5,15862,1e3,4.125,6.166666666666667,4,5.083333333333333,0,5,11,1,7,8,4,6,10,3,2,9,12,3,3,4,5,4,5,5,4,5,7,4,1,6,5,1,7
464,19,m,3,6,US,1,0,,,,,,,2,english,2,mcdaniel,13,1,9,two-six,1.4142135623730951,askedsecond,0,allowed,1,0,2,1,2.5,1,high,low,high,high,0,control,control,contact,1,3.75,3e3,35e4,3e4,2e4,3.5,6,4.833333333333333,4.583333333333333,0,1,4,3,6,10,2,5,9,11,7,8,12,3,3,4,5,5,2,3,3,4,1,4,1,3,4,2,1
465,21,f,2,6,US,1,0,,,,,,,2,english,10,mcdaniel,13,0,9,two-six,2.8284271247461903,askedfirst,0,forbidden,0,0,5,1,3.375,1,high,low,low,low,0,control,control,contact,2,7,4723,21e4,5230,NA,3.5,7,5,5,0,4,8,7,1,6,3,9,5,10,11,2,12,2,1,3,5,5,5,2,5,5,2,2,1,4,6,2,5
466,18,f,2,8,US,1,0,,,,,,,2,english,10,mcdaniel,13,1,9,three-six,2.449489742783178,askedfirst,1,allowed,1,1,5,1,2.5,0,high,high,high,high,0,flag-prime,control,control,2,5.75,5e3,3e6,17e3,2e3,3.5,6.5,2.8333333333333335,5.833333333333333,0,10,2,11,5,6,1,4,8,3,9,7,12,3,3,3,6,3,3,5,2,2,1,5,1,4,3,3,1
467,21,f,2,6,FI,1,0,,,,,,,2,english,10,mcdaniel,13,1,7,two-six,0,askedsecond,1,allowed,1,1,4,1,2.375,0,high,high,low,low,1,flag-prime,money-prime,contact,2,5.5,2600,8e5,25e3,4e3,2.75,6,3.6666666666666665,5.166666666666667,0,5,6,9,2,10,8,1,11,4,3,7,12,4,1,3,1,4,2,4,3,1,1,2,1,3,4,5,2
468,20,f,2,6,US,1,0,,,,,,,2,english,10,mcdaniel,13,0,9,two-six,4.47213595499958,askedfirst,0,allowed,0,1,5,1,3.875,0,high,low,low,high,1,control,money-prime,control,1,2.25,4e3,35e4,3e3,4e4,3.625,5.4,3,5.181818181818182,1,2,11,1,8,10,9,3,5,6,4,7,12,3,3,4,6,4,3,3,3,4,4,4,3,4,4,4,4
468,20,m,3,6,US,1,0,,,,,,,2,english,10,mcdaniel,13,1,6,two-six,0,askedsecond,1,forbidden,0,1,6,1,2.75,0,high,high,low,low,0,flag-prime,control,control,1,4,3e3,2e6,3500,1e3,2.875,6.666666666666667,2.6666666666666665,6,0,1,2,7,8,10,9,4,6,11,3,5,12,3,3,3,1,2,4,3,4,2,1,3,1,5,3,6,1
469,36,f,2,6,US,1,0,,,,,,,2,english,10,mcdaniel,13,1,9,two-six,0,askedsecond,1,allowed,1,0,5,1,3.25,0,low,low,low,low,1,control,money-prime,control,2,6,3e3,1e6,NA,1500,3,6.333333333333333,6.5,3.9166666666666665,0,8,6,11,3,7,1,4,9,5,10,2,12,3,2,2,5,3,3,3,3,2,1,2,3,4,6,1,7
470,19,m,3,6,US,1,0,,,,,,,2,english,10,mcdaniel,13,1,8,two-six,2.23606797749979,askedsecond,1,allowed,0,0,7,1,2,1,low,high,low,high,1,control,control,control,1,6.75,NA,485e4,NA,40500,1.5,5.833333333333333,4,4.916666666666667,0,3,4,6,1,9,10,11,8,7,2,5,12,1,1,1,3,3,1,1,1,3,1,1,1,4,4,1,1
471,21,f,2,6,AL,1,0,,,,,,,2,other,2,mcdaniel,13,1,9,three-six,2.449489742783178,askedfirst,1,allowed,1,1,9,1,2,1,low,high,low,high,1,control,control,control,2,6.25,NA,2e6,29e3,3e4,5,4.833333333333333,6.833333333333333,3,0,9,11,10,8,7,2,5,1,4,3,6,12,5,6,4,5,4,7,5,4,3,1,1,1,4,1,1,4
472,19,f,2,6,US,1,0,,,,,,,2,english,7,mcdaniel,13,1,9,three-six,5,askedsecond,1,forbidden,0,1,7,1,4,0,low,low,high,low,0,flag-prime,control,control,2,6,NA,1e6,4e4,2e3,3.5,5.666666666666667,6.333333333333333,3.6666666666666665,0,8,6,4,3,2,11,1,10,9,5,7,12,2,3,6,5,5,3,3,1,4,1,6,1,5,7,1,7
473,19,f,2,6,US,1,0,,,,,,,2,english,2,mcdaniel,13,1,6,three-six,3.4641016151377544,askedsecond,1,forbidden,0,1,7,1,2.75,0,low,low,low,low,0,control,money-prime,control,2,3,2500,NA,2e4,1e4,4.125,3.5,4.333333333333333,3.5833333333333335,0,2,4,9,6,3,7,5,11,8,10,1,12,3,2,3,7,5,5,4,4,3,3,4,1,4,3,1,3
474,19,m,NA,6,CA,0,1,NA,NA,runalone,volunteer,class,nobarriers,2,english,10,msvu,14,0,9,two-six,0,askedfirst,1,forbidden,0,0,8,0,2.75,1,low,low,low,low,1,control,money-prime,control,1,6,2951.5074999999997,NA,6561.6,NA,4.375,6,5.333333333333333,4.333333333333333,0,4,8,1,6,2,9,10,3,5,7,11,12,3,5,5,3,4,5,4,6,3,1,3,1,3,5,5,1
474,24,m,3,9,KW,0,1,NA,NA,runalone,volunteer,unisubjpool,nobarriers,3,other,10,msvu,14,0,9,two-six,2,askedsecond,1,allowed,1,1,5,0,2.25,0,high,low,low,high,1,control,control,contact,2,7.5,4970.96,NA,3280.8,25e3,4.75,7,3,6,0,1,5,3,11,4,10,6,2,8,7,9,12,5,3,3,7,5,5,5,5,2,1,2,1,4,1,3,4
474,20,f,2,6,CA,0,1,NA,NA,runalone,volunteer,class,nobarriers,2,english,10,msvu,14,0,9,two-six,0,askedfirst,0,forbidden,0,0,4,0,2.25,0,low,high,low,high,0,flag-prime,control,contact,2,5,NA,2e6,NA,1e4,3.25,6,2.5,5.75,0,5,8,3,1,9,4,10,11,6,7,2,12,3,2,5,3,4,2,2,5,2,1,3,1,3,3,3,2
474,22,f,2,6,CA,0,1,NA,NA,runalone,volunteer,class,nobarriers,NA,english,10,msvu,14,0,9,two-six,3.1622776601683795,askedsecond,1,allowed,1,0,6,0,2.375,1,low,low,low,low,0,control,money-prime,contact,2,5,NA,NA,4921.2,109,3,6.166666666666667,3.6666666666666665,5.25,0,10,1,8,2,6,9,4,7,11,5,3,12,3,3,3,3,3,3,3,3,3,1,4,1,5,3,1,1
474,20,f,2,6,CA,0,1,NA,NA,runalone,volunteer,class,nobarriers,2,english,10,msvu,14,1,9,three-six,2.449489742783178,askedsecond,1,allowed,1,1,5,0,1.625,0,low,low,low,high,1,control,control,contact,1,8.5,1864.11,25e4,NA,45e3,2.875,7,3.6666666666666665,5.666666666666667,0,7,6,4,2,10,8,3,9,1,5,11,12,3,1,3,5,5,1,4,1,1,1,1,1,4,3,1,1
474,21,f,2,6,CA,0,1,NA,NA,runalone,volunteer,class,nobarriers,2,english,13,msvu,14,0,3,three-six,4.47213595499958,askedsecond,1,allowed,1,1,5,0,1.875,0,low,high,high,low,0,flag-prime,money-prime,control,2,6.75,1629.2321399999998,4355222,39369.6,110,1.375,5.666666666666667,4.666666666666667,4.5,0,7,6,11,2,5,10,1,8,3,4,9,12,1,2,2,2,1,1,1,1,2,1,1,1,3,5,1,1
474,21,f,2,6,CA,0,1,NA,NA,runalone,volunteer,class,nobarriers,2,english,13,msvu,14,0,9,two-six,2,askedfirst,1,allowed,0,1,5,0,1.625,1,low,high,high,low,0,control,control,contact,2,8,1677.6989999999998,4e5,36088.8,400,2.5,7,3,6,0,7,2,3,4,9,1,6,11,10,8,5,12,1,1,1,7,3,3,3,1,1,1,1,1,4,1,3,1
474,22,f,2,8,CA,0,1,NA,NA,runalone,volunteer,class,nobarriers,2,english,8,msvu,14,1,1,two-six,0,askedsecond,1,allowed,1,1,6,0,2,0,low,low,low,low,1,flag-prime,money-prime,control,2,4.75,NA,1e6,NA,1e3,2.625,7,3,6,0,7,11,2,9,3,10,4,5,1,6,8,12,2,2,3,4,3,1,5,1,1,1,1,1,4,1,1,6
474,22,m,3,6,CA,0,1,NA,NA,runalone,volunteer,class,nobarriers,2,english,10,msvu,14,0,9,two-six,0,askedfirst,1,allowed,1,1,5,0,2.5,1,high,high,high,high,0,flag-prime,control,contact,1,3.25,3106.85,4e6,42650.4,1e4,3.375,5.333333333333333,3,5.166666666666667,0,9,4,10,1,11,6,7,8,5,2,3,12,3,2,3,6,6,2,3,2,2,1,4,2,4,2,3,2
474,19,f,2,6,CA,0,1,NA,NA,runalone,volunteer,class,nobarriers,2,english,10,msvu,14,0,9,two-six,1,askedsecond,0,allowed,1,1,5,0,2.75,0,low,high,low,high,0,flag-prime,control,contact,2,3.75,1864.11,33e4,2624.6400000000003,4e4,2.25,5.666666666666667,3.6666666666666665,5,0,10,4,7,5,8,2,11,1,6,9,3,12,1,1,1,4,4,1,3,3,4,1,2,1,7,3,1,3
474,19,m,3,6,CA,0,1,NA,NA,runalone,volunteer,class,nobarriers,2,english,10,msvu,14,0,9,two-six,NA,askedfirst,1,forbidden,0,0,9,0,3.125,1,low,low,low,high,1,flag-prime,control,contact,2,3.25,1677.6989999999998,25e4,3280.8,1500,4,5.666666666666667,7,3.3333333333333335,0,1,8,4,10,11,2,6,3,5,9,7,12,4,3,4,5,5,3,4,4,2,1,5,1,3,5,6,2
474,56,f,2,6,CA,0,1,NA,NA,runalone,volunteer,class,nobarriers,2,english,10,msvu,14,0,9,two-six,0,askedsecond,1,allowed,1,0,5,0,1.5,0,low,high,low,high,0,flag-prime,money-prime,control,1,6,NA,3e6,3280.8,3e4,3.25,6.333333333333333,5.333333333333333,4.5,0,11,7,3,8,4,9,2,5,1,6,10,12,4,4,4,3,4,1,5,1,1,1,2,1,1,1,1,4
474,21,f,2,6,CA,0,1,NA,NA,runalone,volunteer,class,nobarriers,2,english,10,msvu,14,1,7,two-six,1.7320508075688772,askedsecond,0,forbidden,0,1,7,0,2.375,1,low,low,low,low,0,control,control,contact,1,5.5,NA,5e5,NA,1e3,3.375,6.833333333333333,3,5.916666666666667,0,7,3,4,2,10,6,8,9,1,11,5,12,3,3,5,2,3,3,5,3,3,2,2,1,3,2,2,4
474,33,m,3,6,CA,0,1,6,female,runalone,volunteer,class,nobarriers,2,english,10,msvu,14,1,9,two-six,NA,askedfirst,1,allowed,1,0,8,0,2.5,1,high,low,low,high,1,flag-prime,money-prime,contact,1,7.75,2796.165,NA,12138.960000000001,1e4,5.625,6.833333333333333,6.166666666666667,4.333333333333333,0,6,1,11,8,7,2,4,10,9,5,3,12,6,6,7,6,6,3,7,4,1,1,1,1,1,4,4,7
474,23,f,2,2,CN,0,1,2,female,runalone,volunteer,class,nobarriers,2,other,10,msvu,14,1,9,three-six,2.449489742783178,askedfirst,1,allowed,0,1,7,0,3.75,0,low,low,low,high,0,flag-prime,control,contact,1,5.5,NA,22e4,NA,48500,3.125,4.666666666666667,4.166666666666667,4.25,0,6,9,10,5,11,8,3,7,4,1,2,12,2,4,3,4,5,2,3,2,3,3,3,4,4,3,6,4
